trial,direct_qualification,group_position,advance,three_draws_position,three_draws_advance
84,False,4,False,3,True
85,True,4,False,2,True
86,True,3,True,3,True
87,False,4,False,3,True
88,False,4,False,3,True
89,False,3,False,3,True
90,True,3,True,3,False
91,True,3,True,3,True
92,False,3,False,3,True
93,False,3,False,3,True
94,False,3,True,3,True
95,False,3,False,3,True
96,False,4,False,3,True
97,False,4,False,3,False
98,False,3,True,3,True
99,False,4,False,3,False
100,False,3,True,3,True
101,False,3,False,3,True
102,False,4,False,3,True
103,False,3,False,3,True
104,False,2,True,3,True
105,False,3,True,3,True
106,False,3,False,3,True
107,False,4,False,3,True
108,False,4,False,2,True
109,True,3,False,3,True
110,False,3,False,3,True
111,True,2,True,3,True
112,False,3,True,3,True
113,False,3,False,3,True
114,False,4,False,3,True
115,False,3,True,3,True
116,False,4,False,3,True
117,True,4,False,3,True
118,False,2,True,3,True
119,False,4,False,3,True
120,True,3,False,3,True
121,False,4,False,3,True
122,False,3,False,3,True
123,False,2,True,3,True
124,False,3,False,3,True
125,False,4,False,3,True
126,False,3,False,2,True
127,False,3,False,3,True
128,False,3,False,3,True
129,False,3,False,3,True
130,False,3,False,3,True
131,False,4,False,3,True
132,True,3,False,3,True
133,True,3,False,3,True
134,False,4,False,3,True
135,False,3,False,3,True
136,False,2,True,2,True
137,False,3,True,3,True
138,False,4,False,2,True
139,True,2,True,3,True
140,False,3,True,3,True
141,False,3,False,3,True
142,True,4,False,2,True
143,False,3,False,3,True
144,False,4,False,3,True
145,False,4,False,3,True
146,False,3,False,3,True
147,False,3,False,3,True
148,False,3,False,3,True
149,False,3,True,3,True
150,False,3,False,3,True
151,False,4,False,3,True
152,True,4,False,3,True
153,True,3,True,3,True
154,True,4,False,3,True
155,False,3,False,3,True
156,False,3,False,3,True
157,False,3,True,3,True
158,False,3,True,3,True
159,False,3,True,3,True
160,False,4,False,3,True
161,True,4,False,3,True
162,True,3,True,3,True
163,False,3,False,3,True
164,False,4,False,3,True
165,False,3,True,3,True
166,False,3,True,3,True
167,False,2,True,3,True
168,False,3,True,3,True
169,False,4,False,3,False
170,False,4,False,3,True
171,False,4,False,3,True
172,False,3,True,3,True
173,False,3,False,3,True
174,False,4,False,2,True
175,False,4,False,3,True
176,False,3,False,2,True
177,False,3,True,3,True
178,False,4,False,3,True
179,False,3,True,3,True
180,False,4,False,3,True
181,False,3,False,3,True
182,False,4,False,3,True
183,False,4,False,3,True
184,False,4,False,4,False
185,False,4,False,3,True
186,False,3,True,3,True
187,False,4,False,3,True
188,False,3,True,3,True
189,False,3,False,3,True
190,False,4,False,3,True
191,False,3,True,3,True
192,False,4,False,2,True
193,False,4,False,3,True
194,False,3,True,2,True
195,False,4,False,3,True
196,False,3,False,3,True
197,True,4,False,3,True
198,False,4,False,2,True
199,False,4,False,3,True
200,True,3,False,3,True
201,False,3,False,3,True
202,False,2,True,2,True
203,False,3,False,3,True
204,False,4,False,3,True
205,False,2,True,3,True
206,False,3,False,3,True
207,False,3,False,3,True
208,False,2,True,3,True
209,False,3,False,3,True
210,False,4,False,3,True
211,False,4,False,3,True
212,False,2,True,3,True
213,False,4,False,3,True
214,False,4,False,3,True
215,False,3,False,3,True
216,False,3,False,3,True
217,True,4,False,3,True
218,False,4,False,2,True
219,False,3,False,3,True
220,False,3,False,2,True
221,False,3,True,3,True
222,False,3,False,3,True
223,True,3,False,3,True
224,False,4,False,3,True
225,False,4,False,3,True
226,False,3,True,2,True
227,False,4,False,2,True
228,False,4,False,3,True
229,True,4,False,3,True
230,False,4,False,3,True
231,False,3,False,3,True
232,False,4,False,3,False
233,False,3,True,2,True
234,False,3,False,3,True
235,False,2,True,3,True
236,False,4,False,3,True
237,False,4,False,4,False
238,False,3,True,3,True
239,False,4,False,3,True
240,False,4,False,3,True
241,False,3,False,3,True
242,False,4,False,3,True
243,False,4,False,3,True
244,False,4,False,3,True
245,False,3,True,3,True
246,False,3,True,3,True
247,False,4,False,3,True
248,False,4,False,3,True
249,False,2,True,3,True
250,False,4,False,3,True
251,False,2,True,3,True
252,False,3,False,3,False
253,False,4,False,3,True
254,False,4,False,3,True
255,False,3,False,3,True
256,False,4,False,3,False
257,False,3,True,3,True
258,False,4,False,3,True
259,True,4,False,3,False
260,False,3,False,3,True
261,False,3,False,3,True
262,False,4,False,3,True
263,False,3,False,3,True
264,False,3,False,3,True
265,True,3,True,3,True
266,False,4,False,3,True
267,False,4,False,2,True
268,False,3,False,3,True
269,False,3,False,2,True
270,False,4,False,3,True
271,False,3,True,3,True
272,False,4,False,3,True
273,False,4,False,3,True
274,False,4,False,3,True
275,True,3,False,3,True
276,False,4,False,3,True
277,False,3,False,3,True
278,False,4,False,3,True
279,False,4,False,3,True
280,False,2,True,3,True
281,False,3,False,3,True
282,False,4,False,2,True
283,False,4,False,3,True
284,False,2,True,3,True
285,False,3,False,3,True
286,False,4,False,2,True
287,False,3,False,3,True
288,False,4,False,2,True
289,False,3,False,3,True
290,False,4,False,3,True
291,True,4,False,3,True
292,False,3,False,2,True
293,False,3,False,3,True
294,False,4,False,2,True
295,False,3,True,3,True
296,True,3,True,3,True
297,False,4,False,3,True
298,False,4,False,3,True
299,False,4,False,2,True
300,False,3,False,3,True
301,False,4,False,3,True
302,False,4,False,2,True
303,False,3,True,3,True
304,True,4,False,3,True
305,False,4,False,3,True
306,False,3,False,2,True
307,False,2,True,2,True
308,False,4,False,3,True
309,False,2,True,3,True
310,False,1,True,3,True
311,False,4,False,3,True
312,True,3,False,3,True
313,False,4,False,3,True
314,False,3,True,3,True
315,False,4,False,3,True
316,False,4,False,3,True
317,False,4,False,2,True
318,False,4,False,3,True
319,False,3,False,3,True
320,False,4,False,3,True
321,True,4,False,3,True
322,False,4,False,3,True
323,False,3,True,3,True
324,False,3,False,3,True
325,False,3,True,3,True
326,False,4,False,3,True
327,True,4,False,2,True
328,False,3,True,3,True
329,False,3,False,2,True
330,False,4,False,3,True
331,False,4,False,3,True
332,False,4,False,3,True
333,False,3,False,3,True
334,False,3,False,3,True
335,False,4,False,3,True
336,False,3,False,3,True
337,False,4,False,3,True
338,False,2,True,3,True
339,False,4,False,3,True
340,False,4,False,3,True
341,False,4,False,2,True
342,False,4,False,3,True
343,True,4,False,3,True
344,False,3,False,3,True
345,False,4,False,3,True
346,False,4,False,3,True
347,False,3,False,3,True
348,False,3,False,3,True
349,False,3,False,3,True
350,False,4,False,3,True
351,False,3,False,3,True
352,False,4,False,3,True
353,False,4,False,2,True
354,False,3,False,3,True
355,False,3,True,3,True
356,False,3,False,3,True
357,True,4,False,3,True
358,False,4,False,3,True
359,False,4,False,3,True
360,True,3,False,3,True
361,False,4,False,2,True
362,False,4,False,2,True
363,False,3,True,3,True
364,False,4,False,3,True
365,False,3,True,3,True
366,False,3,False,3,True
367,False,2,True,3,True
368,False,3,False,3,True
369,True,4,False,3,True
370,True,4,False,3,True
371,False,3,False,3,True
372,False,4,False,3,True
373,False,4,False,3,True
374,False,3,True,3,True
375,False,3,False,3,True
376,False,4,False,3,True
377,True,3,False,2,True
378,False,4,False,2,True
379,False,4,False,3,True
380,True,2,True,3,True
381,False,3,False,3,True
382,True,4,False,3,True
383,False,3,True,2,True
384,False,4,False,2,True
385,False,4,False,3,True
386,False,4,False,3,True
387,False,3,False,3,True
388,False,3,False,3,True
389,True,4,False,3,True
390,False,4,False,2,True
391,False,3,True,3,True
392,False,4,False,3,False
393,False,4,False,3,True
394,True,3,False,3,True
395,False,4,False,3,True
396,False,4,False,3,True
397,True,4,False,3,True
398,False,3,True,3,True
399,False,4,False,3,True
400,True,3,True,3,True
401,False,4,False,3,True
402,False,2,True,3,True
403,False,4,False,3,True
404,False,3,True,2,True
405,False,3,False,3,True
406,False,3,True,3,True
407,False,3,False,3,True
408,False,4,False,3,True
409,True,3,False,3,True
410,False,3,False,3,True
411,False,3,True,2,True
412,False,2,True,3,True
413,False,4,False,2,True
414,False,3,False,2,True
415,True,3,False,3,True
416,False,4,False,3,True
417,False,4,False,3,True
418,False,2,True,2,True
419,False,3,True,3,True
420,False,3,False,2,True
421,False,3,True,3,True
422,False,4,False,2,True
423,False,3,False,3,True
424,False,4,False,3,True
425,False,2,True,3,True
426,False,3,False,3,True
427,False,4,False,3,True
428,False,3,False,3,True
429,False,4,False,3,True
430,False,3,False,3,True
431,False,4,False,3,True
432,False,3,False,3,True
433,False,4,False,2,True
434,False,2,True,3,True
435,True,3,False,2,True
436,False,3,False,3,True
437,False,3,True,2,True
438,False,4,False,3,True
439,False,3,False,3,True
440,False,4,False,2,True
441,False,4,False,3,False
442,False,4,False,3,True
443,False,4,False,3,True
444,False,4,False,3,True
445,False,3,False,3,True
446,False,3,False,3,True
447,False,4,False,3,False
448,False,3,True,3,True
449,True,4,False,3,True
450,True,3,False,3,True
451,False,4,False,3,True
452,False,4,False,3,True
453,False,3,False,3,True
454,False,3,True,3,True
455,False,3,False,3,True
456,False,3,False,2,True
457,False,3,False,3,True
458,False,4,False,3,True
459,False,4,False,3,True
460,False,3,False,3,True
461,True,3,False,3,True
462,False,3,True,3,True
463,False,4,False,3,True
464,False,3,True,3,True
465,False,3,True,3,True
466,True,4,False,2,True
467,False,4,False,3,True
468,True,4,False,3,True
469,False,3,False,3,True
470,False,3,False,2,True
471,False,4,False,3,True
472,False,3,False,3,True
473,False,4,False,2,True
474,False,2,True,3,True
475,False,4,False,2,True
476,False,3,False,3,True
477,False,4,False,3,True
478,False,3,False,3,True
479,False,3,True,3,True
480,False,3,True,3,True
481,False,4,False,3,True
482,False,4,False,3,True
483,False,3,False,3,True
484,False,4,False,3,True
485,False,4,False,3,True
486,False,3,False,3,True
487,False,4,False,2,True
488,False,4,False,2,True
489,False,4,False,3,True
490,True,3,False,2,True
491,False,3,False,3,True
492,False,4,False,3,False
493,False,4,False,3,True
494,False,4,False,2,True
495,False,2,True,3,True
496,False,4,False,2,True
497,False,4,False,3,True
498,False,3,False,3,True
499,False,3,False,3,True
500,False,4,False,3,True
501,True,4,False,3,True
502,False,4,False,3,True
503,False,3,False,3,True
504,False,4,False,2,True
505,False,3,False,3,True
506,False,3,False,2,True
507,False,4,False,2,True
508,False,3,False,3,True
509,False,4,False,3,True
510,True,3,False,3,True
511,False,3,False,3,True
512,False,3,False,4,False
513,False,4,False,3,True
514,False,3,False,3,True
515,False,1,True,3,True
516,False,3,True,3,True
517,False,4,False,3,True
518,False,3,False,3,True
519,False,3,True,2,True
520,True,4,False,3,True
521,True,4,False,3,True
522,False,3,True,3,True
523,False,4,False,2,True
524,False,4,False,3,True
525,False,3,True,3,True
526,False,4,False,2,True
527,False,3,False,3,True
528,False,4,False,3,True
529,False,3,False,3,True
530,False,4,False,2,True
531,True,4,False,3,True
532,False,3,False,3,True
533,False,4,False,3,False
534,False,3,False,3,True
535,False,3,True,2,True
536,True,4,False,3,True
537,False,3,False,3,True
538,False,4,False,3,True
539,False,4,False,3,True
540,False,3,True,3,True
541,False,3,True,2,True
542,False,3,False,3,True
543,True,4,False,2,True
544,False,4,False,3,True
545,False,4,False,3,True
546,False,3,True,3,True
547,False,3,True,3,True
548,False,4,False,3,True
549,False,3,False,3,True
550,False,4,False,3,True
551,False,4,False,2,True
552,True,4,False,2,True
553,False,3,False,3,True
554,False,4,False,3,True
555,False,3,False,3,True
556,False,4,False,3,True
557,False,3,False,3,True
558,False,2,True,3,True
559,False,4,False,3,True
560,False,3,False,3,True
561,False,2,True,3,True
562,False,4,False,4,False
563,False,3,False,3,True
564,True,3,False,3,True
565,False,4,False,3,True
566,False,3,True,3,True
567,False,3,False,3,True
568,False,4,False,3,True
569,False,2,True,3,True
570,False,4,False,3,True
571,True,4,False,3,True
572,False,4,False,3,True
573,False,3,True,3,True
574,False,3,True,3,True
575,False,4,False,3,True
576,False,3,False,3,True
577,True,4,False,3,True
578,False,4,False,3,True
579,False,4,False,3,True
580,True,3,True,3,True
581,False,3,True,3,True
582,False,3,False,3,True
583,False,4,False,3,True
584,False,3,False,2,True
585,False,4,False,3,True
586,False,4,False,3,True
587,False,3,False,3,True
588,True,4,False,3,True
589,False,4,False,2,True
590,True,3,True,3,True
591,False,4,False,3,True
592,True,4,False,3,True
593,True,3,False,3,True
594,False,4,False,3,False
595,False,4,False,3,True
596,False,3,False,3,True
597,False,4,False,3,True
598,False,4,False,3,True
599,False,3,True,3,True
600,False,4,False,3,True
601,False,3,False,3,True
602,False,3,True,3,True
603,False,3,False,3,True
604,False,4,False,3,True
605,True,3,False,3,True
606,False,4,False,3,True
607,True,3,False,3,True
608,True,4,False,3,True
609,False,3,False,3,True
610,True,3,False,3,True
611,False,3,False,3,True
612,False,4,False,4,False
613,False,4,False,3,True
614,True,3,False,2,True
615,False,3,False,2,True
616,False,4,False,3,True
617,False,3,False,3,True
618,False,4,False,3,True
619,False,3,False,3,True
620,True,2,True,3,True
621,False,4,False,3,True
622,True,3,False,2,True
623,True,3,False,3,True
624,False,3,False,3,True
625,False,3,False,3,True
626,False,2,True,2,True
627,False,3,True,3,True
628,False,4,False,3,True
629,False,3,False,3,True
630,False,4,False,3,False
631,False,4,False,3,True
632,False,4,False,2,True
633,False,3,False,3,True
634,False,3,False,3,True
635,False,3,True,3,True
636,False,4,False,3,True
637,False,3,False,3,True
638,False,3,False,3,True
639,False,2,True,3,True
640,True,3,True,3,True
641,True,4,False,3,True
642,True,3,True,3,True
643,False,4,False,3,True
644,False,3,True,3,True
645,False,3,True,3,True
646,False,3,False,2,True
647,False,3,True,3,True
648,False,3,False,3,True
649,False,3,False,3,True
650,False,3,True,3,True
651,False,2,True,3,True
652,False,4,False,3,True
653,True,3,False,3,True
654,False,3,False,3,True
655,False,2,True,3,True
656,False,4,False,3,True
657,True,3,True,3,True
658,False,4,False,3,True
659,False,4,False,2,True
660,False,4,False,3,True
661,True,4,False,3,True
662,False,4,False,3,True
663,False,2,True,3,True
664,False,4,False,3,True
665,False,3,False,3,True
666,False,3,False,3,True
667,False,4,False,3,True
668,False,4,False,3,True
669,False,2,True,3,True
670,False,4,False,3,True
671,False,3,False,3,True
672,False,4,False,3,True
673,False,3,False,3,True
674,True,4,False,3,True
675,False,2,True,3,True
676,False,3,True,3,True
677,True,4,False,3,True
678,False,3,False,3,True
679,False,3,False,4,False
680,False,4,False,3,True
681,False,3,True,3,True
682,False,3,True,3,True
683,False,4,False,3,True
684,False,4,False,3,True
685,False,3,False,3,True
686,True,3,True,3,True
687,False,3,True,3,True
688,False,4,False,3,True
689,False,4,False,3,False
690,False,3,False,3,True
691,False,3,True,3,True
692,False,3,False,3,True
693,True,4,False,3,True
694,False,4,False,2,True
695,False,3,False,3,True
696,False,3,False,3,True
697,False,4,False,3,True
698,False,3,False,2,True
699,False,3,False,3,True
700,False,4,False,3,True
701,False,4,False,3,True
702,True,3,True,3,True
703,False,3,False,3,True
704,False,4,False,3,True
705,False,3,True,3,True
706,False,4,False,3,True
707,False,3,False,3,True
708,False,3,False,3,True
709,False,4,False,3,True
710,False,4,False,3,True
711,False,3,False,3,True
712,False,2,True,3,True
713,False,3,True,3,True
714,False,4,False,3,True
715,False,3,False,3,True
716,False,3,True,3,True
717,False,4,False,3,True
718,False,2,True,3,True
719,False,3,False,3,True
720,False,3,True,2,True
721,False,2,True,3,True
722,False,4,False,3,False
723,False,3,False,3,True
724,False,4,False,3,True
725,True,4,False,3,True
726,True,4,False,3,True
727,False,4,False,3,True
728,False,3,True,3,True
729,False,4,False,3,True
730,False,4,False,3,True
731,False,4,False,2,True
732,False,4,False,3,True
733,False,2,True,2,True
734,False,3,False,3,True
735,False,3,True,3,True
736,True,4,False,3,True
737,False,4,False,3,True
738,False,3,False,3,True
739,False,3,False,3,True
740,False,3,False,3,True
741,False,4,False,3,True
742,False,4,False,3,True
743,False,3,False,3,True
744,False,3,False,3,True
745,False,3,False,3,True
746,False,3,False,3,True
747,False,4,False,3,True
748,False,3,False,3,True
749,False,4,False,3,True
750,False,3,True,3,True
751,True,4,False,3,True
752,False,4,False,3,True
753,False,4,False,3,True
754,False,3,False,3,False
755,False,4,False,2,True
756,False,3,True,2,True
757,False,3,True,3,True
758,False,3,False,2,True
759,False,4,False,3,True
760,False,3,True,3,True
761,False,4,False,3,True
762,False,3,False,3,True
763,False,4,False,3,True
764,False,3,False,3,True
765,True,4,False,3,True
766,False,3,False,3,True
767,False,3,False,3,True
768,False,3,False,3,True
769,False,3,True,3,True
770,False,3,False,3,True
771,False,3,True,3,True
772,False,3,True,3,True
773,False,4,False,3,True
774,False,3,False,3,True
775,False,3,False,3,True
776,False,4,False,3,True
777,False,4,False,3,True
778,False,3,False,3,True
779,True,4,False,3,True
780,False,4,False,3,True
781,False,2,True,3,True
782,False,4,False,3,True
783,False,4,False,3,True
784,False,4,False,3,True
785,False,3,False,3,True
786,False,4,False,3,True
787,False,4,False,3,True
788,False,3,False,3,True
789,False,2,True,3,True
790,False,3,False,3,True
791,False,4,False,3,True
792,False,4,False,3,True
793,False,4,False,3,True
794,False,3,False,3,True
795,True,2,True,3,True
796,False,3,True,3,True
797,False,4,False,3,True
798,False,4,False,3,True
799,False,3,False,3,True
800,False,4,False,3,True
801,False,4,False,3,True
802,False,3,True,2,True
803,False,3,False,3,True
804,False,3,True,3,True
805,True,2,True,3,True
806,False,4,False,3,True
807,False,4,False,3,True
808,False,4,False,3,True
809,False,4,False,3,True
810,False,4,False,3,True
811,False,3,False,3,True
812,False,3,False,3,True
813,False,3,False,3,True
814,False,3,False,3,True
815,False,4,False,3,True
816,False,4,False,3,True
817,False,3,True,3,True
818,False,3,True,3,True
819,False,4,False,3,True
820,False,4,False,3,True
821,False,3,False,2,True
822,False,4,False,3,True
823,False,4,False,3,True
824,False,3,False,3,True
825,True,3,True,3,True
826,False,3,True,2,True
827,False,3,True,3,True
828,False,3,True,3,True
829,False,4,False,3,True
830,False,3,True,2,True
831,False,4,False,3,True
832,False,4,False,3,True
833,False,3,True,3,True
834,False,3,True,3,True
835,False,4,False,3,True
836,False,4,False,3,True
837,False,4,False,3,True
838,False,3,False,2,True
839,False,3,False,3,True
840,False,4,False,3,True
841,False,2,True,3,True
842,False,3,False,3,True
843,False,3,False,3,True
844,False,3,False,3,True
845,False,3,True,3,True
846,False,4,False,2,True
847,False,4,False,3,True
848,False,4,False,3,True
849,True,3,False,3,True
850,False,3,False,3,True
851,False,4,False,3,True
852,False,4,False,3,True
853,True,4,False,3,True
854,False,3,False,3,True
855,False,4,False,3,True
856,False,3,False,3,True
857,True,3,True,3,False
858,False,3,False,3,True
859,False,2,True,3,True
860,False,4,False,3,True
861,False,4,False,3,True
862,True,2,True,2,True
863,False,4,False,3,True
864,False,3,False,3,True
865,True,3,True,3,True
866,False,2,True,3,True
867,False,4,False,3,True
868,False,3,True,3,True
869,False,3,False,3,True
870,False,2,True,3,True
871,False,4,False,3,True
872,False,4,False,3,True
873,False,4,False,3,True
874,True,3,False,3,True
875,False,3,True,3,True
876,False,3,False,3,True
877,False,4,False,3,True
878,False,3,False,3,True
879,False,4,False,3,True
880,False,4,False,2,True
881,False,3,False,3,False
882,False,4,False,3,True
883,False,4,False,3,True
884,False,4,False,2,True
885,False,4,False,3,True
886,False,3,True,3,True
887,False,4,False,3,True
888,False,3,True,3,True
889,False,4,False,3,True
890,False,4,False,3,True
891,False,3,False,3,True
892,False,4,False,3,True
893,False,3,True,3,True
894,False,4,False,3,True
895,False,4,False,3,True
896,False,3,True,3,True
897,False,4,False,3,True
898,False,3,False,3,True
899,True,4,False,3,True
900,True,3,False,3,False
901,False,4,False,3,True
902,True,4,False,2,True
903,False,4,False,2,True
904,True,4,False,3,True
905,False,4,False,3,True
906,False,4,False,3,True
907,False,4,False,3,True
908,False,3,False,3,True
909,False,4,False,3,True
910,False,4,False,3,True
911,False,4,False,2,True
912,False,4,False,3,True
913,False,3,False,3,True
914,False,4,False,3,True
915,False,4,False,3,True
916,False,4,False,3,True
917,False,3,False,3,True
918,False,4,False,3,True
919,True,3,False,3,True
920,False,4,False,3,True
921,True,4,False,3,True
922,True,4,False,3,True
923,False,3,True,3,True
924,False,4,False,3,True
925,False,3,True,3,True
926,False,4,False,3,True
927,False,4,False,2,True
928,False,4,False,3,False
929,False,4,False,3,True
930,False,4,False,3,True
931,False,3,False,3,True
932,False,4,False,3,True
933,False,4,False,3,True
934,False,4,False,3,True
935,True,3,True,2,True
936,False,3,False,3,True
937,True,2,True,3,True
938,False,3,False,3,True
939,False,2,True,3,True
940,False,4,False,2,True
941,False,4,False,2,True
942,False,4,False,3,True
943,False,3,True,3,True
944,False,3,False,3,True
945,False,4,False,2,True
946,False,2,True,3,True
947,False,4,False,2,True
948,False,3,False,3,True
949,False,4,False,2,True
950,False,3,False,3,True
951,False,3,True,3,True
952,False,4,False,3,True
953,True,3,False,3,True
954,False,3,True,3,True
955,False,3,True,3,True
956,False,3,False,3,True
957,False,4,False,3,True
958,False,4,False,3,True
959,False,4,False,2,True
960,False,2,True,3,True
961,False,2,True,3,True
962,False,2,True,3,True
963,False,3,True,3,True
964,False,4,False,3,True
965,False,3,True,3,True
966,False,3,True,3,True
967,False,4,False,3,True
968,False,4,False,3,True
969,False,4,False,3,True
970,False,4,False,3,True
971,False,3,False,3,True
972,False,4,False,3,True
973,True,3,True,3,True
974,False,4,False,3,True
975,False,4,False,2,True
976,False,4,False,3,True
977,False,3,False,3,True
978,False,3,False,3,True
979,False,3,False,3,True
980,False,4,False,3,True
981,False,3,True,2,True
982,False,4,False,3,True
983,False,3,False,3,True
984,False,3,True,3,True
985,False,3,True,3,True
986,False,3,False,2,True
987,False,4,False,3,True
988,False,3,False,3,True
989,True,4,False,3,False
990,False,4,False,3,True
991,False,4,False,3,True
992,False,3,True,3,True
993,False,4,False,3,True
994,False,4,False,3,True
995,False,4,False,3,True
996,False,3,True,3,True
997,True,4,False,3,True
998,False,3,False,3,True
999,False,4,False,4,False
1000,False,4,False,3,True
1001,False,3,False,3,True
1002,False,3,False,3,True
1003,False,3,True,3,True
1004,True,4,False,3,True
1005,False,4,False,3,True
1006,False,3,False,3,True
1007,False,4,False,3,True
1008,False,3,False,2,True
1009,False,4,False,4,False
1010,False,2,True,2,True
1011,False,3,False,3,True
1012,False,3,True,3,True
1013,False,4,False,3,True
1014,False,4,False,3,True
1015,False,3,True,3,True
1016,False,4,False,3,True
1017,False,3,False,3,True
1018,False,3,False,3,True
1019,False,4,False,3,True
1020,False,4,False,2,True
1021,False,4,False,3,True
1022,False,3,False,3,True
1023,True,3,False,3,True
1024,False,4,False,3,True
1025,False,3,False,3,True
1026,False,4,False,3,True
1027,False,3,False,3,True
1028,False,4,False,2,True
1029,True,3,False,3,True
1030,True,4,False,3,True
1031,False,3,False,4,False
1032,False,4,False,4,False
1033,False,3,False,3,True
1034,False,3,False,3,True
1035,False,3,True,3,True
1036,False,3,True,3,True
1037,False,4,False,3,True
1038,False,4,False,3,True
1039,True,3,True,3,True
1040,False,4,False,3,True
1041,False,2,True,3,True
1042,False,4,False,3,True
1043,False,3,False,2,True
1044,False,4,False,3,True
1045,True,4,False,3,False
1046,False,3,True,3,True
1047,False,4,False,3,False
1048,False,4,False,3,True
1049,False,3,True,3,True
1050,False,3,True,3,True
1051,False,4,False,3,True
1052,False,4,False,3,True
1053,False,4,False,3,True
1054,True,4,False,3,True
1055,False,4,False,3,True
1056,False,3,False,3,True
1057,False,4,False,3,True
1058,False,3,False,3,True
1059,False,3,True,2,True
1060,False,3,False,3,True
1061,False,3,False,2,True
1062,False,3,False,3,True
1063,False,4,False,3,True
1064,False,4,False,3,True
1065,False,3,False,3,True
1066,False,4,False,3,True
1067,False,3,True,2,True
1068,False,4,False,3,True
1069,False,3,True,3,True
1070,False,4,False,4,False
1071,False,3,False,3,True
1072,False,4,False,3,True
1073,False,3,False,3,False
1074,False,4,False,3,True
1075,False,3,True,3,True
1076,False,3,False,3,True
1077,False,3,True,2,True
1078,False,3,True,3,True
1079,False,3,False,3,True
1080,False,4,False,3,True
1081,False,4,False,3,True
1082,False,4,False,2,True
1083,False,4,False,2,True
1084,False,4,False,3,True
1085,False,4,False,3,True
1086,False,4,False,3,True
1087,False,3,True,3,True
1088,False,4,False,3,True
1089,False,4,False,3,True
1090,False,3,False,3,True
1091,False,4,False,3,True
1092,False,4,False,2,True
1093,True,4,False,3,True
1094,False,3,False,2,True
1095,False,3,False,3,True
1096,False,3,True,3,True
1097,False,4,False,3,True
1098,False,4,False,3,True
1099,False,3,True,3,True
1100,False,4,False,3,True
1101,False,4,False,3,True
1102,False,3,False,3,True
1103,False,4,False,3,True
1104,False,3,True,3,True
1105,False,2,True,2,True
1106,False,3,True,3,True
1107,False,3,False,2,True
1108,False,4,False,3,True
1109,False,3,False,3,False
1110,False,3,True,3,True
1111,False,3,False,3,True
1112,True,3,True,3,True
1113,False,4,False,3,True
1114,False,4,False,3,True
1115,False,4,False,3,True
1116,False,3,False,3,True
1117,False,4,False,2,True
1118,False,3,False,3,True
1119,False,4,False,3,True
1120,False,3,False,3,True
1121,False,4,False,3,True
1122,False,3,True,3,True
1123,False,4,False,3,True
1124,False,3,False,3,True
1125,True,3,False,3,True
1126,True,3,False,3,True
1127,True,4,False,3,True
1128,False,3,True,3,True
1129,False,3,False,3,True
1130,False,4,False,3,True
1131,False,3,False,3,True
1132,False,4,False,3,True
1133,True,4,False,3,True
1134,False,4,False,3,True
1135,False,3,False,3,True
1136,False,2,True,3,True
1137,False,4,False,4,False
1138,False,4,False,3,True
1139,True,3,True,2,True
1140,True,4,False,3,True
1141,True,4,False,3,True
1142,False,3,False,2,True
1143,False,3,False,3,True
1144,True,4,False,2,True
1145,False,3,False,2,True
1146,False,4,False,3,True
1147,True,3,False,3,True
1148,False,3,True,2,True
